student_id,student_gender,student_age,course_name,watch_time,duration_sec,engagement,timestamp,source_file,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,_source_file,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level,first_name,last_name,score,hours_studied,assignments_completed,participation,metadata,transcript
students_adaptability_level_online_education.csv_124,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_125,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_126,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_127,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_128,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_129,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,1-3,Yes,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_130,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_131,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,No,High,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_132,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,3-6,Yes,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_133,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_134,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_135,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Mid,Wifi,4G,3-6,No,Computer,Low,,,,,,,,
students_adaptability_level_online_education.csv_136,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_137,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_138,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_139,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_140,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_141,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_142,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_143,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,No,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_144,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_145,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_146,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3-6,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_147,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_148,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,High,Poor,Wifi,4G,3-6,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_149,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Mid,Mobile Data,2G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_150,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_151,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_152,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Rich,Mobile Data,4G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_153,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_154,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-6,No,Computer,Low,,,,,,,,
students_adaptability_level_online_education.csv_155,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Computer,Low,,,,,,,,
students_adaptability_level_online_education.csv_156,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_157,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1-3,No,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_158,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_159,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_160,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1-3,Yes,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_161,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Mid,Mobile Data,3G,3-6,Yes,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_162,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_163,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_164,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Poor,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_165,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_166,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Poor,Mobile Data,3G,1-3,Yes,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_167,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Mid,Mobile Data,4G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_168,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_169,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1-3,Yes,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_170,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_171,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_172,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,High,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_173,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,1-3,Yes,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_174,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_175,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,3-6,No,Computer,Low,,,,,,,,
students_adaptability_level_online_education.csv_176,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Wifi,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_177,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,Yes,Yes,Low,Mid,Mobile Data,4G,1-3,Yes,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_178,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_179,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_180,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_181,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_182,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_183,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Rich,Wifi,4G,3-6,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_184,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_185,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_186,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_187,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_188,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_189,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Tab,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_190,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,High,Poor,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
